Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl
310,153,东北农业大学,都可以,3,367,Honorable,,,,N,N
311,,西北农林科技大学,下次一定换二次元队名,3,370,Honorable,,,,N,N
312,154,中国人民警察大学,我心永恒,3,375,Honorable,,,,N,N
313,155,中国地质大学（北京）,太奇怪了，准备交一发暴力,3,377,Honorable,,,,N,N
313,,南京工业大学,给评测姬倒一杯卡布奇诺,3,377,Honorable,,,,N,N
313,,苏州大学,永不摆烂,3,381,Honorable,,,,N,N
316,,华中科技大学,打得不错,3,381,Honorable,,,,N,N
317,,重庆大学,听取WA声一片,3,383,Honorable,,,,N,N
318,,四川信息职业技术学院,三十年河东,3,389,Honorable,,,,N,N
319,156,中国传媒大学,不爆零就算胜利,3,390,Honorable,,,,N,N
319,,湖州师范学院,这名不亏,3,391,Honorable,,,,N,N
321,,新疆大学,xju02,3,393,Honorable,,,,N,N
322,,西南科技大学,Minya Konka,3,394,Honorable,,,,N,N
323,,安徽科技学院,想找人分钱,3,396,Honorable,,,,N,N
324,157,西南石油大学,我为祖国献石油,3,398,Honorable,,,,N,N
325,158,山东大学（威海）,学弟浇我写代码,3,406,Honorable,,,,N,N
326,159,湖南工业大学,嗜睡家族,3,407,Honorable,,,,N,N
327,,南昌航空大学,未定义,3,411,Honorable,,,,N,N
328,160,国防科技大学,弱鸡的金牌之路,3,414,Honorable,,,,N,N
328,160,陕西科技大学,一嘤嘤嘤就ac,3,416,Honorable,,,,N,N
330,,厦门大学,羽未炒饭,3,416,Honorable,,,,N,N
330,,长安大学,为什么不禁用最小生成树和马拉车,3,425,Honorable,,,,N,N
330,,国防科技大学,湘江后浪,3,442,Honorable,,,,N,N
333,162,四川大学,十月奶昔,3,447,Honorable,,,,N,N
333,,河海大学,嘻猫,3,452,Honorable,,,,N,N
335,,湖北工业大学,Random(name),3,454,Honorable,,,,N,N
336,163,中山大学,中山大学_雪风酱会守护大家的,3,460,Honorable,,,,N,N
336,163,西南科技大学,奉天好果汁株式会社,3,472,Honorable,,,,N,N
338,,华南理工大学,AC之旅,3,474,Honorable,,,,N,N
339,165,西北大学,二分二,3,484,Honorable,,,,N,N
340,166,中国科学技术大学,1oclock,3,492,Honorable,,,,N,N
341,167,浙江科技学院,好起来了,3,512,Honorable,,,,N,N
342,,同济大学,渡鸦的脚爪,3,524,Honorable,,,,N,N
343,168,北京化工大学,自己相似的两性具有,3,527,Honorable,,,,N,N
344,169,北华大学,我们队有队员是尾形狂热分子,3,550,Honorable,,,,N,N
345,,广东外语外贸大学,我们几乎要赢了不是吗,3,608,Honorable,,,,N,N
346,,武汉商学院,三思而后行,3,645,Honorable,,,,N,N
347,,哈尔滨理工大学,哈理工05队,3,662,Honorable,,,,N,N
348,,暨南大学,匿名者XXX,2,28,Honorable,,,,N,N
349,170,南昌大学,我的室友是陈狗,2,32,Honorable,,,,N,N
350,171,武汉理工大学,饮茶先嘞,2,35,Honorable,,,,N,N
351,,长春理工大学,呼吸之野,2,39,Honorable,,,,N,N
351,,中国传媒大学,闪光少女,2,41,Honorable,,,,N,N
353,172,成都东软学院,没过四级,2,41,Honorable,,,,N,N
354,,中国石油大学（北京）,放眼世界雄心大,2,41,Honorable,,,,N,N
355,,广东东软学院,WA哈哈,2,43,Honorable,,,,N,N
356,,太原理工大学,明向故事,2,44,Honorable,,,,N,N
357,,哈尔滨工业大学（威海）,球达不溜球,2,44,Honorable,,,,N,N
358,,西安邮电大学,有一队人前来过题,2,45,Honorable,,,,N,N
359,,南通大学,解放台妹刻不容缓,2,45,Honorable,,,,N,N
360,,湖北工业大学,铁人三匠毕业考试,2,45,Honorable,,,,N,N
361,,山东科技大学,无畏号,2,47,Honorable,,,,N,N
362,173,长沙学院,没有队名就是最好的队名,2,48,Honorable,,,,N,N
363,,东华大学,DHDXDHDX,2,48,Honorable,,,,N,N
364,,新疆大学,xju01,2,48,Honorable,,,,N,N
365,174,河南大学,小怪兽狂扁奥特曼,2,48,Honorable,,,,N,N
366,,长春工业大学,代码不被卡,2,48,Honorable,,,,N,N
367,,大连大学,三位一体,2,49,Honorable,,,,N,N
368,,长沙理工大学,保底铜牌,2,49,Honorable,,,,N,N
369,,哈尔滨工程大学,ACorWA这是个问题,2,50,Honorable,,,,N,N
370,,北京理工大学珠海学院,时光机,2,52,Honorable,,,,N,N
371,,浙江中医药大学,ZCMU-冲冲冲,2,52,Honorable,,,,N,N
372,,华南农业大学,网传冷门罚坐队伍,2,52,Honorable,,,,N,N
373,,浙江大学,So cute,2,54,Honorable,,,,N,N
374,175,华中农业大学,未完待续,2,54,Honorable,,,,N,N
374,,中国人民警察大学,金色飞贼,2,55,Honorable,,,,N,N
374,,青岛科技大学,奥卡姆剃刀,2,57,Honorable,,,,N,N
374,,山东师范大学,给我个气球吧,2,57,Honorable,,,,N,N
378,,成都信息工程大学,三人齐心，坐断钢筋,2,58,Honorable,,,,N,N
379,176,重庆大学,要是不熟我自己吃了它,2,59,Honorable,,,,N,N
380,,同济大学,黄渡少女404,2,60,Honorable,,,,N,N
380,,南昌职业大学,算法竞赛选手兼码农,2,60,Honorable,,,,N,N
382,,安阳工学院,希望不爆0,2,61,Honorable,,,,N,N
382,177,上海大学,纳什米尔,2,62,Honorable,,,,N,N
382,,北京师范大学,我说我是乱打的,2,62,Honorable,,,,N,N
385,,曲阜师范大学,四六级必过,2,63,Honorable,,,,N,N
385,,北京师范大学,绝绝子 ,2,65,Honorable,,,,N,N
385,178,东北农业大学,不差这二十分钟,2,67,Honorable,,,,N,N
385,178,青岛大学,全对是不可能全队,2,68,Honorable,,,,N,N
385,,武汉理工大学,写的代码都队,2,68,Honorable,,,,N,N
385,,北京工业大学,战斗不能停,2,68,Honorable,,,,N,N
391,,齐鲁工业大学,C嘉嘉,2,69,Honorable,,,,N,N
391,180,鲁东大学,莫比乌斯环,2,71,Honorable,,,,N,N
391,,南昌航空大学,雀食蟀小队,2,72,Honorable,,,,N,N
394,,广东东软学院,我有一个无敌的想法,2,72,Honorable,,,,N,N
394,,浙大城市学院,卷不动也得卷,2,73,Honorable,,,,N,N
396,,北京师范大学,野指针,2,73,Honorable,,,,N,N
396,,北京交通大学,TLE自动机,2,74,Honorable,,,,N,N
398,,战略支援部队信息工程大学,奇迹码农,2,74,Honorable,,,,N,N
398,,青岛科技大学,肖申克,2,74,Honorable,,,,N,N
400,,江西财经大学,天国之扉,2,74,Honorable,,,,N,N
400,181,长春大学,不过尔尔,2,74,Honorable,,,,N,N
402,182,西南科技大学,搞搞搞快快快点点点,2,75,Honorable,,,,N,N
402,182,华南师范大学,wa掘机,2,75,Honorable,,,,N,N
404,,长春理工大学,瓦香鸡,2,76,Honorable,,,,N,N
404,,乐山师范学院,WA楼上，WA楼下,2,76,Honorable,,,,N,N
404,184,中国石油大学（华东）,破晓,2,77,Honorable,,,,N,N
404,,陕西科技大学,比赛结束就AC,2,78,Honorable,,,,N,N
408,,黑龙江大学,你的AC保熟么?,2,78,Honorable,,,,N,N
408,,大连外国语大学,AC自动机@DUFL,2,78,Honorable,,,,N,N
408,,长沙学院,在此处输入队名,2,78,Honorable,,,,N,N
411,,厦门大学,AC钙奶爽歪歪,2,79,Honorable,,,,N,N
411,185,中国石油大学（北京）,石油滚滚流,2,79,Honorable,,,,N,N
413,,北京化工大学,听君一席话,2,80,Honorable,,,,N,N
413,,南京邮电大学,白给队,2,80,Honorable,,,,N,N
415,,四川师范大学,我们今天吃什么,2,82,Honorable,,,,N,N
415,,北京联合大学,三个火枪手,2,85,Honorable,,,,N,N
417,186,长春理工大学,起名让我江郎才尽,2,85,Honorable,,,,N,N
417,,浙江科技学院,局外人,2,86,Honorable,,,,N,N
417,,浙江中医药大学,ZCMU-咩咩咩咩咩,2,86,Honorable,,,,N,N
417,186,河南理工大学,#define Medal's M 64,2,86,Honorable,,,,N,N
421,,华南农业大学,绘夏之色,2,87,Honorable,,,,N,N
421,,山东理工大学,Excalibur,2,87,Honorable,,,,N,N
423,188,郑州大学,郑式拿铁,2,88,Honorable,,,,N,N
423,188,西南民族大学,SMU_ShY02,2,88,Honorable,,,,N,N
425,190,浙江师范大学,请韩教练喝雪碧,2,90,Honorable,,,,N,N
425,,广州大学,火树琪花,2,90,Honorable,,,,N,N
427,,华南师范大学,圣枪,2,90,Honorable,,,,N,N
427,,浙江科技学院,遇到困难睡大觉,2,91,Honorable,,,,N,N
429,,华北电力大学（北京）,NCEPUteam002,2,92,Honorable,,,,N,N
429,,中国海洋大学,冲冲冲,2,93,Honorable,,,,N,N
429,,战略支援部队信息工程大学,信大旅游团,2,93,Honorable,,,,N,N
432,,厦门大学嘉庚学院,这白开水没有味,2,95,Honorable,,,,N,N
432,,黑龙江大学,土土土突突突突,2,95,Honorable,,,,N,N
432,,南阳理工学院,此奶天倒,2,97,Honorable,,,,N,N
435,,浙江农林大学,陈莲仁不容逸,2,97,Honorable,,,,N,N
435,,宁波大学,以上队伍成绩无效,2,97,Honorable,,,,N,N
435,,湖州师范学院,半途鹅飞,2,98,Honorable,,,,N,N
438,,东南大学,三只松鼠,2,98,Honorable,,,,N,N
438,191,齐鲁工业大学,毫厘,2,103,Honorable,,,,N,N
440,192,中北大学,流光点点,2,104,Honorable,,,,N,N
440,,战略支援部队信息工程大学,三小只打铁怪,2,104,Honorable,,,,N,N
440,192,齐鲁工业大学,男子三人划水冠军,2,104,Honorable,,,,N,N
443,,上海大学,秘银,2,105,Honorable,,,,N,N
444,,沈阳化工大学,你俩定,2,106,Honorable,,,,N,N
444,,浙大城市学院,在数逆序队,2,107,Honorable,,,,N,N
444,,吉林大学,堆兑怼队,2,108,Honorable,,,,N,N
447,,武汉科技大学,剪短你的键盘线,2,108,Honorable,,,,N,N
447,,中国石油大学（华东）,键圣的赎罪,2,108,Honorable,,,,N,N
447,,淮阴工学院,铬尻魔理沙,2,110,Honorable,,,,N,N
450,,浙江财经大学,底魔芋,2,111,Honorable,,,,N,N
450,,湖南人文科技学院,妈妈，我做到了,2,111,Honorable,,,,N,N
452,194,华中农业大学,不会签到,2,113,Honorable,,,,N,N
452,,福建师范大学,队友呢队友呢救一下啊,2,115,Honorable,,,,N,N
452,,西南科技大学,搞快点,2,115,Honorable,,,,N,N
452,,西南民族大学,SMU_ShY01,2,117,Honorable,,,,N,N
452,,福建工程学院,叶神带带蒟蒻,2,118,Honorable,,,,N,N
457,,吉首大学,jsu001,2,119,Honorable,,,,N,N
458,,郑州轻工业大学,谈笑间，又WA一题,2,120,Honorable,,,,N,N
458,195,南阳师范学院,请宁们不要划水了好吗,2,121,Honorable,,,,N,N
458,,常熟理工学院,打铁队,2,121,Honorable,,,,N,N
461,,西南交通大学,奖牌零元购,2,129,Honorable,,,,N,N
461,,上海大学,面向bugc程序设计,2,131,Honorable,,,,N,N
461,,湖南农业大学,湖南农业大学子弟小学17队,2,131,Honorable,,,,N,N
464,,西南财经大学,静寂之声,2,131,Honorable,,,,N,N
465,196,浙江万里学院,Wonderful_Answer,2,136,Honorable,,,,N,N
466,,中山大学,中山大学_晴栀,2,137,Honorable,,,,N,N
467,,浙江农林大学,123木头人,2,144,Honorable,,,,N,N
468,,辽宁中医药大学,三只小猪,2,144,Honorable,,,,N,N
468,,烟台大学,爱吃cept ,2,144,Honorable,,,,N,N
468,,广西师范大学,小猫咪摘下了耳朵,2,145,Honorable,,,,N,N
471,,中原工学院,队名起个啥,2,145,Honorable,,,,N,N
471,,广州城市理工学院,《关于fufu又饿了的这件事》,2,147,Honorable,,,,N,N
473,197,南昌航空大学,划水小分队,2,151,Honorable,,,,N,N
474,,华南师范大学,我看行,2,151,Honorable,,,,N,N
475,,北华大学,洛姐说起名真难,2,153,Honorable,,,,N,N
475,,金陵科技学院,打铁星星队,2,159,Honorable,,,,N,N
475,,山东科技大学,布拉顿号,2,159,Honorable,,,,N,N
478,,河北师范大学,键上翻花,2,161,Honorable,,,,N,N
478,,中国石油大学（北京）,我的心里乐开了花,2,162,Honorable,,,,N,N
480,198,国防科技大学,希望号,2,162,Honorable,,,,N,N
481,,广州大学,光速幂下班队,2,164,Honorable,,,,N,N
481,199,武汉纺织大学,琪露诺 ,2,171,Honorable,,,,N,N
483,,河南大学,翻斗街幼儿园,2,172,Honorable,,,,N,N
483,,西安邮电大学,鮊纅孁鬏綦噁,2,172,Honorable,,,,N,N
485,,华北电力大学（北京）,NCEPUteam001,2,174,Honorable,,,,N,N
485,,南京邮电大学,菜鸟,2,177,Honorable,,,,N,N
487,,广东外语外贸大学,铜牌守门员,2,177,Honorable,,,,N,N
487,,重庆大学,见见世面,2,179,Honorable,,,,N,N
487,200,北方工业大学,康帅博,2,180,Honorable,,,,N,N
490,,青岛科技大学,人类高质量WA,2,190,Honorable,,,,N,N
490,,西交利物浦大学,西浦 AC 小分队,2,194,Honorable,,,,N,N
492,201,南京航空航天大学,拿不到金牌也有女朋友队,2,198,Honorable,,,,N,N
493,,南昌理工学院,啾咪,2,198,Honorable,,,,N,N
493,,乐山师范学院,wa说谎言，ac说真相,2,207,Honorable,,,,N,N
493,,中国民航大学,张贵庄三剑客,2,212,Honorable,,,,N,N
496,,中南民族大学,高质量男性,2,212,Honorable,,,,N,N
496,,北京交通大学,北溟之鹏,2,214,Honorable,,,,N,N
498,,战略支援部队信息工程大学,呱呱呱,2,218,Honorable,,,,N,N
499,,广州城市理工学院,小青WA,2,223,Honorable,,,,N,N
500,202,长安大学,想为然然拿牌子,2,226,Honorable,,,,N,N
501,,重庆移通学院,我以为ICPC是中文题目,2,226,Honorable,,,,N,N
502,203,哈尔滨商业大学,先行者二队,2,231,Honorable,,,,N,N
503,,辽宁科技大学,娃娃菜,2,232,Honorable,,,,N,N
504,,齐鲁工业大学,样例都过不了还想AC？,2,234,Honorable,,,,N,N
505,,深圳技术大学,鹦鹉螺,2,278,Honorable,,,,N,N
506,,武汉工程大学,队伍中文名,2,285,Honorable,,,,N,N
507,,浙江万里学院,精神小伙成双成队,2,304,Honorable,,,,N,N
508,204,曲阜师范大学,引领者,2,304,Honorable,,,,N,N
508,,江西财经大学,划水,2,317,Honorable,,,,N,N
510,,浙江万里学院,队名叫什么,2,326,Honorable,,,,N,N
511,,山东科技大学（泰安）,粉红熊,2,345,Honorable,,,,N,N
512,,山东工商学院,样例对了就是对了,2,349,Honorable,,,,N,N
513,,哈尔滨工程大学,实验室怎么全是嘉心糖啊,2,371,Honorable,,,,N,N
514,205,浙江中医药大学,ZCMU-HTT,2,389,Honorable,,,,N,N
515,,惠州学院,六一儿童节,2,431,Honorable,,,,N,N
516,,河北经贸大学,连夜打了块儿铁锭出来能不能换个金牌,1,3,Honorable,,,,N,N
517,,安徽财经大学,题题AC队,1,5,Honorable,,,,N,N
518,,山东工商学院,朋友代打,1,6,Honorable,,,,N,N
519,,台州学院,该id已被占用,1,7,Honorable,,,,N,N
520,,南阳师范学院,天天开wa掘机,1,8,Honorable,,,,N,N
520,206,井冈山大学,山野散人,1,8,Honorable,,,,N,N
522,,辽宁中医药大学,哈皮德斯队,1,11,Honorable,,,,N,N
522,,江西财经大学,404,1,20,Honorable,,,,N,N
524,,江西财经大学,拿来吧你,1,21,Honorable,,,,N,N
525,,同济大学,小豆泥是世界中心,1,22,Honorable,,,,N,N
526,,惠州学院,谦虚~~,1,22,Honorable,,,,N,N
526,,内蒙古师范大学,内师大1队,1,26,Honorable,,,,N,N
528,,湖北第二师范学院,Top newbie,1,30,Honorable,,,,N,N
529,207,齐鲁工业大学,如不AK只愿WA,1,31,Honorable,,,,N,N
530,208,天津商业大学,来之不易,1,32,Honorable,,,,N,N
530,,南京邮电大学,爆零自动机,1,32,Honorable,,,,N,N
532,,浙江工商大学,zyz,1,46,Honorable,,,,N,N
533,,唐山学院,雁字回时,1,51,Honorable,,,,N,N
534,,南京晓庄学院,题目比博人转都燃,1,56,Honorable,,,,N,N
535,,北方工业大学,树新峰,1,63,Honorable,,,,N,N
536,,北方工业大学,黑客帝国,1,107,Honorable,,,,N,N
537,,辽宁中医药大学,做的题都队,1,184,Honorable,,,,N,N
