Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl
484,,浙江机电职业技术学院,骗分过样例,1,21,Honorable,朱鑫燚,李卓潮,胡俊杰,N,N
485,,北华大学,刘哥带我飞,1,24,Honorable,刘晓易,涂伟鸿,陈冠华,N,N
486,,南京工业大学,耗子尾汁,1,25,Honorable,万博,徐麒麟,杨智翔,N,N
487,,上海财经大学,每题都队,1,26,Honorable,应梓杰,张子涵,雒勖博,N,N
488,,太原理工大学,成长部落,1,27,Honorable,王奕琳,郭萍,郭雨帆,N,N
488,,中国矿业大学,菜鸡小队,1,27,Honorable,周群涛,李祥旭,罗敏行,N,N
490,,中南民族大学,SCUEC女队,1,33,Honorable,张雪萍,李斌,汪余意,N,N
491,,浙江育英职业技术学院,育英9队,1,34,Honorable,吴雅冰,周昌飘,应佳伟,N,N
492,,南京晓庄学院,acm_team11767,1,35,Honorable,,,,N,N
493,,大连海事大学,HHY,1,35,Honorable,付昊,吴洋,耿慧,N,N
493,,湖北第二师范学院,CDCbro,1,36,Honorable,刘志,王金,高泽文,N,N
495,196,华中农业大学,你懂个锤子,1,38,Honorable,俞文龙,安嘉琪,许昊林,N,N
495,,深圳职业技术学院,东贸集团有限公司,1,39,Honorable,刘思杰,王佳丰,谢旭鹏,N,N
497,,曲阜师范大学日照校区,qwer,1,41,Honorable,赵世浩,赵耀勇,魏子栋,N,N
497,,中国海洋大学,谁还在买GTA啊,1,42,Honorable,方彦策,蹇浩航,钟良胜,N,N
499,,山东工商学院,德芙AC PLUS,1,47,Honorable,冷大新,孟祥礼,王雨彤,N,N
499,197,沈阳航空航天大学,大大怪必ak,1,48,Honorable,刘启哲,孙小凡,孙文彬,N,N
501,198,齐鲁工业大学,菜的安详,1,49,Honorable,于成龙,任保康,陈夏源,N,N
502,,沈阳化工大学,无知的菜鸟,1,51,Honorable,厉秉桢,郭增静,韦古峰,N,N
502,,陕西师范大学,奥力给,1,53,Honorable,朱晓奥,马瑞茄,黄璇,N,N
504,,闽江学院,WA 掘机,1,57,Honorable,林毅,王长涛,黄茂叶,N,N
505,,武汉纺织大学,北极星,1,59,Honorable,吴嘉帅,李宁,王颖,N,N
505,,华南理工大学广州学院,华广奇迹,1,66,Honorable,冯佳威,李泽铭,郭超宇,N,N
507,199,华南师范大学,墨分五色,1,69,Honorable,梁钲臻,谭靖雯,黄磊,N,N
508,200,安徽财经大学,打完这局峡谷见,1,69,Honorable,张亚伟,王盼荣,邓银莹,N,N
508,,齐鲁工业大学,无备而来,1,71,Honorable,刘易凡,王俊越,葛云霄,N,N
510,,浙江工商大学杭州商学院,浓密的秀发,1,71,Honorable,丁叶贝,俞谢泽,董琳燕,N,N
510,,南昌大学,cyl欠他队友一顿烤肉,1,72,Honorable,周琳,孙诗达,蔡易霖,N,N
512,201,南京林业大学,混元形意太极门,1,76,Honorable,徐雪栋,柏安旭,赵晨翔,N,N
513,,浙江中医药大学,ZCMU-ZQShq,1,78,Honorable,沈浩奇,王少杰,王庆康,N,N
514,,徐州工程学院,夜光,1,79,Honorable,刘通,夏旭,张祥,N,N
515,202,华东交通大学,码个锤子,1,81,Honorable,刘金海,徐志豪,江啸,N,N
516,,山东工商学院,国际手势,1,82,Honorable,姜山,李彦辉,纪一帆,N,N
517,203,西南科技大学,Orz no boom zero,1,85,Honorable,Aisen Deng,Hong Tan,Linzhi Zhou,N,N
518,,南京晓庄学院,过桥米线,1,87,Honorable,吴正栋,姚玉强,朱海潮,N,N
518,,安徽财经大学,破晓,1,87,Honorable,刘璇,梁斌,马后华,N,N
520,204,湖南工业大学,海绵宝宝,1,87,Honorable,姚乐俊,张世雄,樊曾旭,N,N
521,,河海大学常州校区,闪电五连WA,1,89,Honorable,丁佳锋,程思聪,陈昊宇,N,N
521,,华南理工大学广州学院,华广星光运,1,93,Honorable,叶运才,杨佳星,梁光凯,N,N
523,,闽南师范大学,不讲武德,1,96,Honorable,余宁涛,陈学琛,黄早扬,N,N
523,,江西财经大学,炼铁术士,1,98,Honorable,李梦豪,樊雨萌,胡烨保,N,N
525,,湖南文理学院,来偷来拿牌,1,104,Honorable,周奇,肖千龙,贺伦尊,N,N
526,,台州学院,吉祥三宝,1,105,Honorable,毛宇杰,王利辉,莫绪运,N,N
527,,山东工商学院,开飞机的舒克,1,107,Honorable,王卓,王新航,董哲,N,N
528,,武汉商学院,总之就是非常想过,1,110,Honorable,吕雄建,吴嘉飞,桑子瑞,N,N
529,,湖州师范学院,头发去哪了？,1,114,Honorable,刘瑞强,李敏华,罗翔语,N,N
530,,内蒙古财经大学,三个臭皮匠,1,116,Honorable,师江源,王子一,艾昊,N,N
531,,浙江工业职业技术学院,不知道取啥,1,124,Honorable,吴招阳,宋婉文,麻胜存,N,N
532,205,乐山师范学院,开天PD,1,125,Honorable,尹磊,方青,李晨瑞,N,N
533,,南昌理工学院,随便,1,137,Honorable,王麒笙,谢宇翔,陈炯烈,N,N
534,,中国地质大学（武汉）,反向AC,1,148,Honorable,常旭静,程浩鋆,聂坤宇,N,N
535,,温州大学瓯江学院,六六六,1,154,Honorable,张哲伟,张振,龚裕钱,N,N
536,,台州学院,cnm菜鸟们,1,170,Honorable,倪中荷,陈晓燕,马凯雯,N,N
537,206,上海海事大学,好自为之,1,208,Honorable,王啸凡,邓明,陈嘉骏,N,N
538,,南京工业大学,今日上上签,1,211,Honorable,廖志翔,雷致远,顾城,N,N
539,,北方工业大学,JSY19,1,224,Honorable,周世元,王新宇,顾旌世,N,N
540,,上海海事大学,智慧湖水怪,1,224,Honorable,张思越,张杰,陈宇轩,N,N
541,,浙江工业职业技术学院,发际线总在与我作队,1,296,Honorable,朱洪冰,杨子威,林心茹,N,N
542,,中南民族大学,做做做,1,302,Honorable,匡军,赵伦祺,路建彬,N,N
543,,武汉纺织大学,朱庇特,1,305,Honorable,吴聪睿,许小强,陈宇,N,N
544,,安徽财经大学,提交什么都队,1,307,Honorable,凌毅,孙明朗,陈鸿垚,N,N
545,,南京工业大学,芜湖之光,1,389,Honorable,李园章,王宇鸿,郭运晟,N,N
546,,南京晓庄学院,acm_team11766,0,0,Honorable,,,,N,N
546,,浙江工商大学杭州商学院,别催了漏水了,0,0,Honorable,周奕豪,符庚兴,金圣旻,N,N
546,,武汉纺织大学,反AK,0,0,Honorable,李顶威,毛阳珍,蔡心勇,N,N
546,,武汉商学院,芜湖航线,0,0,Honorable,刘宇卓,周鼎祺,陈佳威,N,N
546,,苏州大学应用技术学院,梦之队,0,0,Honorable,包成耀,韩雨辰,高洋,N,N
546,,陕西师范大学,Acm小分队,0,0,Honorable,李巧霞,钟鹏,陈川,N,N
546,,安徽财经大学,提交,0,0,Honorable,宋景坤,杜志华,许龙,N,N
546,207,华南理工大学广州学院,华广一队,0,0,Honorable,刘灿明,邹龙生,陈伟杰,N,N
546,,东南大学成贤学院,程序写得都,0,0,Honorable,徐杰,顾楠桦,黄子元,N,N
