Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl
443,,北京林业大学,早八都是人上人,2,242,Honorable,孙语泽,薛孝璟,邱明亮,N,N
445,,南昌理工学院,AC大队,2,242,Honorable,孙祥赟,杨海波,潘华成,N,N
445,,绍兴文理学院元培学院,云中辉月芬芳香,2,242,Honorable,孙质方,张云,郑旭辉,N,N
445,,武汉理工大学,全员不WA,2,243,Honorable,何灏,刘志晖,罗越,N,N
448,,天津大学仁爱学院,其实说鸽就鸽也是一种不鸽,2,247,Honorable,徐晨阳,王宇灵,郑玉柱,N,N
449,,吉首大学,jsu001,2,248,Honorable,彭宇凡,李旭胜,贺俊智,N,N
449,,中国传媒大学,比完就去吃麦麦炸鸡桶,2,251,Honorable,李美莹,王明月,许可,N,N
451,,浙江工业职业技术学院,发际线总与我作队,2,251,Honorable,朱洪冰,杨子威,林欣茹,N,N
452,,青岛大学,Trysail,2,252,Honorable,周中琰,李令宇,郑志坚,N,N
453,,长安大学,打完比赛去树惠园补充蛋白质,2,254,Honorable,叶沛瀚,张琬瑶,王隽雨,N,N
454,, 大连理工大学,生活在二叉树上,2,254,Honorable,余毅航,陈嘉中,高盛轩,N,N
455,,中国石油大学（北京）,老年人的不妙冒险,2,255,Honorable,单联天,吴乾铿,高宇翔,N,N
456,211,南京晓庄学院,打完去吃钵钵鸡,2,260,Honorable,张子豪,谢宁竞,邱依良,N,N
456,,广西师范大学,差不多得了,2,261,Honorable,吴家毅,谭宙,黎启宇,N,N
458,,武汉科技大学,意大利三响炮,2,262,Honorable,张泽扬,王中旭,黄天,N,N
459,,曲阜师范大学,嘤国大理石,2,263,Honorable,王一凡,续文静,陈思源,N,N
460,,宁波诺丁汉大学,耗子尾汁,2,264,Honorable,易欣卓,李梓康,陆嘉俊,N,N
461,212,太原理工大学,哆来咪,2,266,Honorable,冷玉含,郝新丽,鲍鹏丽,N,N
461,212,齐鲁工业大学,三人欢乐斗地主,2,271,Honorable,刘长建,李旭晨,齐浩宇,N,N
463,,西南石油大学,这是一个被加密的队名,2,271,Honorable,杨一正,杨丽冰,黄馨月,N,N
464,,苏州科技大学,三个炼金师,2,272,Honorable,周波,时微淳,黄泱邦,N,N
465,,中国地质大学（武汉）,鲁磨路388号,2,275,Honorable,吴桥,姚子隆,熊雨晴,N,N
466,,江西理工大学,逃离大气层,2,275,Honorable,张国良,曾彪杰,程禹力,N,N
466,,大连海事大学,为什么首WA都拿不到,2,280,Honorable,王暄,秦子康,陶安鑫,N,N
468,214,郑州升达经贸管理学院,铜锣湾,2,283,Honorable,康金龙,杨庚禹,陈浩楠,N,N
469,215,齐鲁工业大学,燃烧我的评测机,2,283,Honorable,丛玉辰,纵丹阳,董国梁,N,N
470,,南华大学,CEMaker,2,288,Honorable,义右,余伟豪,周楷傑,N,N
471,,临沂大学,柠檬树,2,292,Honorable,丁梦娇,徐睿,高天,N,N
472,,南阳师范学院,我们没报上四级,2,296,Honorable,吴键辉,李响,赵汝源,N,N
473,,安徽师范大学,阿巴阿巴阿巴,2,297,Honorable,李皓民,李睿智,肖浩翔,N,N
474,,北京工业大学,大意了没有闪,2,298,Honorable,张宇扬,李昊,洪蔚杰,N,N
475,,鲁东大学,星星之火,2,299,Honorable,孙启康,王淑晴,靳加乐,N,N
475,,长沙学院,一秒WA五鞭,2,299,Honorable,刘杰,曾宪根,谢涛,N,N
477,,南京林业大学,小猫爬山,2,301,Honorable,朱研浩,李贾,马维龙,N,N
477,216,河南大学,莫比乌斯反演,2,302,Honorable,刘邦龙,蔡俊宇,闫沛霖,N,N
477,,合肥工业大学,来都来了,2,304,Honorable,张韬,阳勇权,黄超龙,N,N
480,,潍坊学院,拉普拉斯妖,2,304,Honorable,刘宇豪,朱孔德,韩浩然,N,N
481,,青岛大学,AWM,2,306,Honorable,侯文强,孙丕海,张德平,N,N
482,,浙大城市学院,三个混子不想打铁,2,306,Honorable,何伟煊,郑瑞焓,黄宇航,N,N
483,,山东工商学院,德芙AC PLUS,2,319,Honorable,冷大新,孟祥礼,王雨彤,N,N
484,,山东大学（威海）,阿瓦达索命,2,319,Honorable,崔海勤,朱胤璘,黄施捷,N,N
484,,中北大学,队里有只单身狗,2,321,Honorable,刘旭峰,吴万州,李可欣,N,N
486,,郑州大学,星河滚烫，你是人间理想,2,322,Honorable,刘伟泽,叶壮壮,陈玥澎,N,N
487,,郑州航空工业管理学院,你还好吗,2,322,Honorable,张竞原,王琛,苏泉,N,N
488,,四川大学,咩谷米,2,324,Honorable,宋明清,张桐,赵海宇,N,N
488,,南开大学,真愁人,2,329,Honorable,常珂源,臧晟,饶龙,N,N
488,,烟台大学,满船清梦压星河,2,331,Honorable,刘志涵,孙立昊,徐波,N,N
491,217,南京工业大学,说你对你就对,2,338,Honorable,周国庆,王伯元,高海亮,N,N
492,218,湖南中医药大学,HNUCM03,2,344,Honorable,唐翔,廖世兴,欧阳亨杰,N,N
493,,浙江育英职业技术学院,育英七队,2,358,Honorable,李泽瑜,汪黎杰,郑明辉,N,N
494,,长春工业大学,三杯鸡,2,359,Honorable,于政文,李昊霖,黄志鹏,N,N
495,,南昌航空大学,饥鸡集机记,2,365,Honorable,林杰,郭梦嘉,陈思宇,N,N
496,,中南民族大学,绝不咕咕队,2,370,Honorable,徐佳楠,李靖龙,罗顺伟,N,N
496,,湖南大学,青白,2,370,Honorable,李婧怡,杨天钰,邓孟萱,N,N
498,,齐鲁工业大学,这是队伍的名字,2,371,Honorable,苏用,董益成,魏文,N,N
499,,广西师范大学,八千里路云和月,2,372,Honorable,刘朝晖,杨图淇,韩笑颖,N,N
500,219,西南石油大学,深度白给,2,380,Honorable,耿帅,隆兴,龙五,N,N
501,,同济大学,小心精度,2,384,Honorable,张馨月,李博宇,田宇,N,N
502,,东北林业大学,山水园林,2,387,Honorable,孙芾岳,白植利,陈锦涛,N,N
502,220,山东财经大学,icpc提款机,2,410,Honorable,张映辰,赵子凡,韦泳丞,N,N
502,,浙江育英职业技术学院,育英五队,2,416,Honorable,冯浚豪,叶铸远,郑浩宇,N,N
505,,苏州大学,气球多多,2,424,Honorable,唐瑞珑,许睿阳,黄学文,N,N
506,,东华大学,求求你们给个铜,2,430,Honorable,刘艺圻,滕中源,龙飞翔,N,N
507,,香港大学,S3xy imposter,2,436,Honorable,周海慧,陳坤健,,N,N
508,221,中国民航大学,白色梦想,2,441,Honorable,朱雨晨,汤志红,谷烜鹏,N,N
509,,鲁东大学,#include＜acm>,2,441,Honorable,吴衍涛,张欢,沈文渊,N,N
510,222,安徽师范大学,超元气代码玩家,2,452,Honorable,孙宏宇,孙彦哲,宋知时,N,N
511,,成都理工大学,铁牌分界线,2,464,Honorable,梁俊尚,郭欣瑞,闫学城,N,N
512,,南昌理工学院,啾咪,2,472,Honorable,刘谦,李菁,莫浩东,N,N
513,,南京工业大学,送财童子,2,476,Honorable,张旭,薛书亚,陈泽灿,N,N
513,,广州大学,赶紧想队名吧,2,576,Honorable,刘可佳,汤涛,潘世良,N,N
515,,华东理工大学,针补戳,1,5,Honorable,倪文迪,华勇杰,周硕,N,N
516,,中原工学院,年轻人不讲武德,1,7,Honorable,侯迎圣,王金昌,程子函,N,N
516,223,常熟理工学院,打铁滴神,1,7,Honorable,张啸,张羽飏,陈佳鸿,N,N
518,,北京化工大学,听风者,1,8,Honorable,于博,梅雨婷,王举,N,N
518,,河北师范大学,两级反转,1,8,Honorable,吴宇斌,唐京,谭杨盈,N,N
518,,长安大学,告白气球,1,8,Honorable,刘枝飞,张国辉,楼鑫辉,N,N
518,,合肥学院,亚城木梦叶,1,9,Honorable,兰锐,赵俊杰,马云龙,N,N
522,,北京化工大学,文明用餐,1,9,Honorable,叶可,杨漠,洪枢适,N,N
522,224,北京师范大学,Carry King,1,9,Honorable,冯雅馨,吴丽莎,汤昕宇,N,N
522,,哈尔滨工业大学（深圳）,123456？,1,9,Honorable,于伯淳,李亚轩,陈文之屹,N,N
522,,北京师范大学,206-1,1,10,Honorable,丁春申,卢皓宇,徐若翔,N,N
526,,浙江财经大学,阳光辰露,1,10,Honorable,仇博辰,王易阳,赵露,N,N
526,,北华大学,你答对了,1,10,Honorable,于志豪,周林,杨钟山,N,N
526,225,南京师范大学,早安，打铁人,1,11,Honorable,姚子裕,杨光,钱荣涛,N,N
529,,北方工业大学,闪电五连鞭,1,11,Honorable,何瀛龙,刘海煜,张圣,N,N
529,226,安阳工学院,哈哈哈,1,11,Honorable,张洪,郑明辉,高意哲,N,N
529,,华中科技大学,石头剪刀布,1,11,Honorable,刘颖,吴宜檬,郭睿,N,N
529,,青岛科技大学,冷冷清清凄凄惨惨戚戚,1,11,Honorable,牟翔宇,袁震,高禹阳,N,N
529,,常熟理工学院,英语三级半选手,1,12,Honorable,张雷,杨吉,詹智航,N,N
534,,兰州大学,这步河里,1,12,Honorable,李欣杭,狄农雨,赵坤宇,N,N
534,227,宁波诺丁汉大学,不爆零，我能行,1,12,Honorable,杨笑迎,陈泉文,韦宇航,N,N
534,,华北理工大学,曹妃甸里找大鹅,1,12,Honorable,宋尚文,范雨祥,郭晨,N,N
534,,华中科技大学,"""四爪摊开满愁容""",1,15,Honorable,何雨林,曾文杰,陈天韵,N,N
538,,中国石油大学（北京）,Fx,1,16,Honorable,张经文,杨谋志,骆昕颖,N,N
539,,广州大学,阿巴阿巴,1,17,Honorable,吴伟俊,林财星,梁浩伟,N,N
540,,深圳北理莫斯科大学,发际线天天和我作队,1,17,Honorable,游江川,穆景源,陈冉,N,N
541,228,南昌大学,456,1,18,Honorable,占建澎,梁燕平,毛晓峰,N,N
541,,浙江农林大学,123木头人,1,18,Honorable,葛霞霞,陈允魁,陈冉杨,N,N
543,,江西师范大学,植发广告位招租,1,19,Honorable,杨文冠,江新宇,肖子安,N,N
543,,深圳北理莫斯科大学,我们是某某某,1,19,Honorable,余快,周骥,李湛,N,N
545,,烟台大学,醉后不知天在水,1,19,Honorable,樊晓萱,王旭阳,颜廷飞,N,N
545,,合肥学院,从头wa到尾,1,20,Honorable,蔡行健,陈昊坤,鲍涛,N,N
545,,中南民族大学,edc,1,20,Honorable,朱庆瀛,杨明鑫,白祥,N,N
545,,福建农林大学,打完这场就去喝奶茶,1,20,Honorable,卢裕弘,李建辉,林正轩,N,N
549,,河南财政金融学院,打铁小分队,1,21,Honorable,吕林昊,李祖卫,秦卓,N,N
549,,湖北第二师范学院,XYZ,1,21,Honorable,夏心哲,张友,柯志超,N,N
549,229,北京信息科技大学,愿你的名受显扬,1,22,Honorable,刘泽昊,宋开元,蒋祝鹏,N,N
552,230,福州大学,你要气死我这个小女孩吗,1,22,Honorable,刘璐瑀,赵威威,黄慧卿,N,N
552,230,山东师范大学,来五张有颜色的照片,1,22,Honorable,代江坤,李永杰,魏传如,N,N
554,,青岛农业大学,长城路700号,1,23,Honorable,蒋炎光,赵凌超,郭千仞,N,N
554,,中南林业科技大学,中南林科大@上海,1,24,Honorable,朱来涛,谢奇璇,陈怿龙,N,N
554,232,浙江万里学院,雾里掀舟,1,24,Honorable,易博,李思瑶,阮昕煜,N,N
554,,华北科技学院,幸存,1,25,Honorable,朱仝,林高锋,董奥琪,N,N
554,232,河北经贸大学,妙蛙种子,1,25,Honorable,刘雅馨,林兆祥,王兆宇,N,N
559,234,湖南大学,久诚,1,25,Honorable,崔光博,曾逸珂,李林畅,N,N
559,,南昌理工学院,新十字星,1,26,Honorable,凌成寿,张杰,徐文祥,N,N
561,235,华南理工大学广州学院,华广毫不费力,1,26,Honorable,赖俊杰,陈一恺,陈睿然,N,N
561,,天津工业大学,为什么没人起队名啊可恶,1,27,Honorable,冯畅,赵晓迪,金承宇,N,N
561,,中国传媒大学,我一个滑铲,1,27,Honorable,曾祥浩,李笙润,肖子萌,N,N
564,236,浙江中医药大学,又一个滑铲,1,28,Honorable,何雁杰,宋泽炜,饶易安,N,N
564,,南京林业大学,卡其脱离太,1,30,Honorable,周怿翔,张友鑫,郑镐予,N,N
564,236,中国石油大学（华东）,我得重新集结代码,1,33,Honorable,张恩杰,张航,曹双,N,N
567,,山东工商学院,巨磁电阻,1,35,Honorable,刘继源,陈传旺,黄博,N,N
567,238,中原工学院,小伙子你不讲码德,1,35,Honorable,孙春豪,蔡敬斌,陈佳豪,N,N
567,,齐鲁工业大学,脉动回来,1,37,Honorable,王一帆,王文硕,王锐,N,N
570,,北京师范大学,206-2,1,39,Honorable,段欣然,王睿,郭伟晨,N,N
570,,湖南工学院,叶咕咕的队,1,39,Honorable,何杰,刘立,唐宏光,N,N
570,,中南民族大学,新手,1,39,Honorable,张子涵,施耀华,添文浩,N,N
570,239,南阳师范学院,喷火龙红烧杰尼龟,1,40,Honorable,刘建岐,周静饧,胡宏宇,N,N
574,240,西安邮电大学,该队名无法显示,1,41,Honorable,吴宇轩,杨锐林,白泽楠,N,N
575,,浙江工商大学杭州商学院,浓密的秀发,1,42,Honorable,丁叶贝,俞谢泽,董琳燕,N,N
575,,重庆邮电大学移通学院,南方巨兽龙,1,42,Honorable,张伟,曹子涵,钟印,N,N
577,241,南京师范大学,芜湖地面指挥部,1,43,Honorable,沈钰东,蔡铠蔚,陈晓健,N,N
577,,郑州升达经贸管理学院,三金渣渣辉,1,43,Honorable,张克伍,张豪辉,芦鑫,N,N
579,242,浙江万里学院,火禾,1,46,Honorable,余承昊,周仕杰,王建圣,N,N
580,,上海海事大学,最后的波纹,1,47,Honorable,朱恩贝,李梁裕,杜逸杰,N,N
580,,中国矿业大学徐海学院,灵动,1,48,Honorable,李之辰,李永乐,陈俞润,N,N
582,243,南京工业大学,南工大1号,1,50,Honorable,吴建锋,张喆,朱伯钊,N,N
582,243,上海电机学院,冰,1,52,Honorable,尹佳怡,李泳慧,白苗渊,N,N
582,243,南通大学,没有人比我更懂拿铁,1,54,Honorable,朱卓宁,李佳帆,苏展,N,N
582,,青海大学,农村小伙,1,57,Honorable,柳铭财,段伟圣,王帅斌,N,N
586,246,桂林电子科技大学,上海海王,1,59,Honorable,党有威,王鹏程,许致远,N,N
587,,长春工业大学,拿铁咖啡,1,60,Honorable,刘丙荣,杨广,胡梦昕,N,N
587,,常熟理工学院,秃击队,1,60,Honorable,沈昊,王运闻,谭嘉宁,N,N
589,,陕西科技大学,全局变量,1,60,Honorable,张席,张恩哲,方玟萱,N,N
589,,陕西科技大学,一嘤嘤嘤就AC,1,61,Honorable,张耀辉,李畅,杨湧耿,N,N
589,, 西北工业大学,模拟编程,1,63,Honorable,傅文昊,李映潜,王偲怡,N,N
589,,广州大学,斗气化马,1,64,Honorable,杨育权,林荣堃,郑浩然,N,N
593,,武汉纺织大学,码农练习生,1,66,Honorable,张亮,徐震阳,柳庆亮,N,N
594,,常熟理工学院,盖亚奥特曼,1,67,Honorable,卓上钤,姚康政,张展,N,N
594,,石家庄铁道大学,depthunks,1,68,Honorable,宋子俊,徐利峰,甘靖,N,N
594,,中国石油大学（北京）,不负韶华,1,70,Honorable,蒋昂,郭珈赫,陈宇轩,N,N
597,,战略支援部队信息工程大学,512吃泡面一般不加蛋,1,77,Honorable,兰天宇,肖舒禹,陈昊夷,N,N
598,,武昌首义学院,早安wa人,1,77,Honorable,仇斌,张炜琦,谭云彰,N,N
598,,温州大学,温大四队,1,77,Honorable,严方俊,李涵,颜京鹏,N,N
600,,烟台大学,PUWYW,1,80,Honorable,张勇健,王振宁,部衣举,N,N
601,,浙江工商大学杭州商学院,队长是废物,1,86,Honorable,章起帆,陈婕,黄晔莹,N,N
602,,华东交通大学,愿世界没有WA,1,87,Honorable,乐嘉伟,元昱鹏,徐远航,N,N
603,,华北科技学院,华科女队,1,89,Honorable,周钰婷,纪明鑫,胡佳丽,N,N
603,,徐州工程学院,不停的雨,1,91,Honorable,丁苇怡,孙瀚文,李鑫,N,N
605,,湖北大学,亚特兰大,1,92,Honorable,向雨天,姜超群,安晨旭,N,N
606,,东北林业大学,三个蒟蒻,1,96,Honorable,刘新宇,管培喆,袁正一,N,N
607,,安徽师范大学,啊呜啊呜,1,98,Honorable,王静,王龙,胡宫朕,N,N
608,,西藏民族大学,秦汉三人组,1,100,Honorable,李莹莹,杨涵今,赵庆,N,N
609,,石家庄铁道大学,铁大菜市场,1,103,Honorable,张思进,王紫乾,陈顺鹏,N,N
610,247,湖南中医药大学,经济学学不会,1,103,Honorable,彭俭,肖致,黄琪鹏,N,N
611,248,温州大学,温大五队,1,105,Honorable,吴圣琪,吴达郅,王国普,N,N
611,,湖北第二师范学院,Ycdahell,1,109,Honorable,但博,余佳豪,陈路迪,N,N
613,,南京林业大学,浑元形意太极门,1,110,Honorable,徐雪栋,柏安旭,赵晨翔,N,N
614,,衡水学院,衡水学院二队,1,118,Honorable,张豪杰,景浩,王欣雨,N,N
615,,南昌航空大学(软件学院),龙王赘婿,1,119,Honorable,章恒睿,邓同坤,邹宏宇,N,N
615,249,南京理工大学,分母加一,1,126,Honorable,林煊,王博凡,闫馥麟,N,N
617,250,南京工业大学,关于我参加icpc只为拿个铜奖这件事,1,131,Honorable,章哲祥,陈梓烨,陈治宇,N,N
617,,山东大学（威海）,好想开机器人,1,131,Honorable,刘丰睿,江楠,滕翡,N,N
619,,衡水学院,衡水学院一队,1,137,Honorable,张浩,裴一飞,郭佳磊,N,N
620,,上海海洋大学,你说的都对,1,143,Honorable,吴波,王天怡,黄世源,N,N
620,,武汉商学院,什么都不会,1,147,Honorable,何丞,樊庆元,陈洋,N,N
622,,浙江金融职业学院,取名困难户,1,149,Honorable,何思妤,傅瑞豪,包以琳,N,N
622,,浙江中医药大学,妙妙妙A种子,1,152,Honorable,徐婉婷,董冰茹,陈佳文,N,N
624,,武汉商学院,什么都,1,157,Honorable,丰霜,华文彬,尹诗航,N,N
625,251,陕西师范大学,不高山的呆头鹅,1,161,Honorable,刘文杰,曹润格,王鑫鹏,N,N
626,,郑州航空工业管理学院,我很好,1,184,Honorable,崔润梓,惠占发,黄要诚,N,N
627,,战略支援部队信息工程大学,听党指挥,1,206,Honorable,李志航,杨霖政,耿智轩,N,N
627,,上海建桥学院,拆路大队,1,230,Honorable,尤阳宇,潘宇恒,韩子豪,N,N
629,,池州学院,CZU_001,1,241,Honorable,凌泳杰,刘恒,刘海旭,N,N
630,,武昌首义学院,萌新_,1,247,Honorable,戴东辉,竺斌辉,贾凯栋,N,N
631,252,战略支援部队信息工程大学,能打胜仗,1,251,Honorable,李冬帅,李治,涂政,N,N
632,,华南师范大学,Go Queens,1,304,Honorable,林凯欣,林汶慧,许仕绮,N,N
633,,青岛农业大学,拉拉队,1,345,Honorable,康洪森,李沛恒,王昊,N,N
634,253,上海商学院,我太蒻蒟了,0,0,Honorable,任宇捷,刘雨琪,胡晨旖,N,N
634,,河北经贸大学,青瑾瑜,0,0,Honorable,丁晓鸣,于佳,李想,N,N
